Sentence,grade
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,2
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,0
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",2
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",2
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",0
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",2
We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,0
No you're going to go back because the food was good.,2
The food was great and the service was even better.,2
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",2
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,2
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,2
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",0
My son and his girlfriend both wanted cheeseburgers and they were huge!,2
I really recommend the very simple Unda (Egg) rolls.,2
Very good wine choices.,2
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",2
We were seated and ignored by waitstaff.,0
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",2
They showed up 15 minutes after the tuna melt.,2
"Tasty steak, pork loin, the works.",2
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,1
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,2
"The burger was great, also.",2
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",0
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",2
The pizza was great.,2
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,2
"however, it's the service that leaves a bad taste in my mouth.",0
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",1
The price was extremely reasonable for the appetizers and food we ate.,2
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",0
Kenny the owner is always there and he treats my family like we are part of his family.,2
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,2
I've had to wait only a few times during lunch but this place is definitely worth the wait.,1
All in all the food was above average and I would return to see how they operate with four or less dinners.,2
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",2
"For appetizers, I recommend the shrimp fritters and dumplings.",1
Such nice people working here - but I have to review the food.,2
"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",0
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),2
Veal Parmigana - Better than Patsy's!,2
"Great wine, great food.",2
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",1
The food and staff always surprise me with the new heights they are taken to.,2
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,1
honestly the worst sushi my husband and i had in our entire lives.,0
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",2
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,2
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,0
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",2
Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,2
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",2
"Ask for Usha, the nicest bartender in manhattan.",2
The service is outstanding and my crab-cake eggs benedict could not have been better.,2
The place's decor and hidden bathrooms made for a good laugh.,2
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",2
A wonderful place!,2
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,0
